iter	RMSE
284	1.361994554
285	1.361528697
286	1.36109274
287	1.360636131
288	1.360047573
289	1.359316598
290	1.358985015
291	1.358567227
292	1.358164063
293	1.357822334
294	1.357341763
295	1.356735271
296	1.356634391
297	1.355866602
298	1.355555823
299	1.355241335
300	1.354815595
301	1.354419004
302	1.353960289
303	1.353508567
304	1.353070281
305	1.353064958
306	1.352495985
307	1.352163762
308	1.351612316
309	1.351187163
310	1.350879963
311	1.350351824
312	1.349733837
313	1.349358098
314	1.349105513
315	1.348781195
316	1.348520879
317	1.348010271
318	1.347616071
319	1.347296292
320	1.346661757
321	1.346412649
322	1.346184631
323	1.345695327
324	1.345317004
325	1.344927266
326	1.344442901
327	1.343954341
328	1.343597047
329	1.343260277
330	1.342796254
331	1.342505184
332	1.342500546
333	1.34214473
334	1.341769502
335	1.341755318
336	1.341319213
337	1.340899963
338	1.340505764
339	1.340100923
340	1.339751041
341	1.339234356
342	1.33922659
343	1.338866744
344	1.338570811
345	1.338076612
346	1.337705885
347	1.337384636
348	1.336997796
349	1.336762325
350	1.336413078
351	1.335962252
352	1.335623707
353	1.335323886
354	1.33522416
355	1.334911123
356	1.334687367
357	1.334389186
358	1.33411558
359	1.333695674
360	1.33327775
361	1.333014722
362	1.333005089
363	1.332585894
364	1.33228699
365	1.332008533
366	1.331666344
367	1.331427971
368	1.331045626
369	1.331025374
370	1.330698605
371	1.330245552
372	1.329678971
373	1.329395864
374	1.329387143
375	1.328983172
376	1.328611708
377	1.328593797
378	1.328018793
379	1.327701569
380	1.327088682
381	1.326686723
382	1.326308666
383	1.32589509
384	1.325886773
385	1.325502185
386	1.325110384
387	1.324815579
388	1.324624318
389	1.324608275
390	1.324140402
391	1.323898207
392	1.323775127
393	1.323384752
394	1.323018841
395	1.322792153
396	1.322554187
397	1.322541818
398	1.322150096
399	1.321856806
400	1.321438017
401	1.321123755
402	1.320713332
403	1.320483938
404	1.319977529
405	1.319717286
406	1.319466382
407	1.319183428
408	1.318979373
409	1.318660016
410	1.318403765
411	1.318062471
412	1.317599955
413	1.317153375
414	1.31681645
415	1.31680808
416	1.316558271
417	1.316292768
418	1.316032862
419	1.315688483
420	1.315496287
421	1.315487526
422	1.315220413
423	1.314828536
424	1.314475344
425	1.314281275
426	1.31399943
427	1.31364133
428	1.313451619
429	1.313419686
430	1.313023265
431	1.312681954
432	1.312416772
433	1.312126308
434	1.311699889
435	1.311542214
436	1.311139915
437	1.31068984
438	1.31044152
439	1.310202509
440	1.309860234
441	1.309648932
442	1.309322497
443	1.308915991
444	1.308631675
445	1.30838419
446	1.308059907
447	1.30775674
448	1.30749624
449	1.307204941
450	1.306932698
451	1.306567076
452	1.306368672
453	1.306056104
454	1.305756414
455	1.305501884
456	1.304861282
457	1.304581311
458	1.304476191
459	1.304172345
460	1.303986561
461	1.303663939
462	1.303346231
463	1.302947682
464	1.302682184
465	1.3024015
466	1.302082619
467	1.301850374
468	1.301633123
469	1.301611894
470	1.301354482
471	1.301121671
472	1.300817512
473	1.300587446
474	1.300132882
475	1.299982731
476	1.299758576
477	1.299418744
478	1.299115887
479	1.298868752
480	1.298863246
481	1.298602961
482	1.298350823
483	1.298115336
484	1.297836966
485	1.297538997
486	1.297312173
487	1.297031561
488	1.296730278
489	1.296446261
490	1.296262066
491	1.295954135
492	1.295717526
493	1.295371716
494	1.295096508
495	1.294835217
496	1.294563151
497	1.294348538
498	1.294139093
499	1.29387154
500	1.293566541
501	1.293180124
502	1.292873967
503	1.292475022
504	1.292221134
505	1.291923006
506	1.291752965
507	1.291366809
508	1.291131921
509	1.290922974
510	1.290885736
511	1.290611719
512	1.290604687
513	1.290396741
514	1.290089618
515	1.289769302
516	1.289560021
517	1.289382777
518	1.289028863
519	1.288861333
520	1.288584108
521	1.288277695
522	1.288100327
523	1.28785325
524	1.287600942
525	1.287372028
526	1.287097969
527	1.286809579
528	1.286647377
529	1.286400203
530	1.286120958
531	1.285866828
532	1.285594812
533	1.285337528
534	1.285055295
535	1.284691538
536	1.284620132
537	1.284394252
538	1.28405779
539	1.283764747
540	1.283587288
541	1.283361235
542	1.283116254
543	1.282850117
544	1.282721446
545	1.282445673
546	1.28212237
547	1.281809014
548	1.281530345
549	1.281244824
550	1.281065897
551	1.2808934
552	1.280887252
553	1.280619148
554	1.280258366
555	1.279912648
556	1.27968153
557	1.279418851
558	1.279063948
559	1.278775551
560	1.278384831
561	1.277975956
562	1.277663347
563	1.277445242
564	1.277191975
565	1.276958759
566	1.276737115
567	1.276540079
568	1.276251922
569	1.275974409
570	1.275961279
571	1.275733614
572	1.275520868
573	1.275193784
574	1.274851525
575	1.274687234
576	1.274428812
577	1.274426928
578	1.274201708
579	1.273992772
580	1.273764735
581	1.273412648
582	1.273169863
583	1.273129188
584	1.272929371
585	1.272683734
586	1.272618966
587	1.2723434
588	1.272187651
589	1.271903131
590	1.271537493
591	1.271200297
592	1.271198486
593	1.270910899
594	1.270695151
595	1.270448172
596	1.270155387
597	1.269923617
598	1.269922041
599	1.269616566
600	1.269367405
601	1.269238166
602	1.268990666
603	1.268699603
604	1.268453708
605	1.26816666
606	1.267969717
607	1.267591466
608	1.267371315
609	1.26710556
610	1.266978661
611	1.26673461
612	1.266354969
613	1.266043202
614	1.265786255
615	1.265535905
616	1.265223866
617	1.265222213
618	1.264899042
619	1.26465257
620	1.264401795
621	1.264133064
622	1.263961677
623	1.263613285
624	1.263344345
625	1.263085064
626	1.26294665
627	1.262697713
628	1.262470336
629	1.262200218
630	1.262009033
631	1.261778147
632	1.261556581
633	1.261308422
634	1.260985695
635	1.260740346
636	1.26053767
637	1.260215617
638	1.25988156
639	1.259608853
640	1.259406076
641	1.259143181
642	1.258900456
643	1.258685642
644	1.258451289
645	1.25818594
646	1.257881917
647	1.257650728
648	1.257469526
649	1.257221235
650	1.25712221
651	1.256897374
652	1.25688424
653	1.256621459
654	1.256384412
655	1.256191238
656	1.255984375
657	1.255807823
658	1.255543429
659	1.255346994
660	1.255075116
661	1.254821461
662	1.254549552
663	1.254231128
664	1.253975362
665	1.253882654
666	1.253677046
667	1.25345454
668	1.253136768
669	1.252896707
670	1.252712871
671	1.252519326
672	1.252162616
673	1.252005365
674	1.251773429
675	1.251551469
676	1.251289515
677	1.251034405
678	1.250739487
679	1.250538559
680	1.250179012
681	1.24998062
682	1.249661293
683	1.249521251
684	1.249344013
685	1.249342508
686	1.249155615
687	1.248978602
688	1.248915388
689	1.24872498
690	1.248416899
691	1.248190728
692	1.247996332
693	1.247795053
694	1.24756486
695	1.247298514
696	1.247056757
697	1.246903293
698	1.246761111
699	1.246634537
700	1.246424673
701	1.246253065
702	1.245990903
703	1.245828814
704	1.245581704
705	1.245411886
706	1.245162859
707	1.244982074
708	1.244818102
709	1.244639316
710	1.244433995
711	1.244221847
712	1.244063823
713	1.243929739
714	1.243692741
715	1.243452207
716	1.24315351
717	1.242881873
718	1.242754238
719	1.242609301
720	1.242438676
721	1.242300689
722	1.242054781
723	1.241815318
724	1.241549553
725	1.241319797
726	1.241038813
727	1.240806254
728	1.240595518
729	1.240240104
730	1.239995164
731	1.239772003
732	1.239566494
733	1.239376533
734	1.239222325
735	1.238994358
736	1.238800213
737	1.238553117
738	1.238501656
739	1.23824617
740	1.238015012
741	1.237809097
742	1.237670203
743	1.237420047
744	1.237293973
745	1.237031469
746	1.23703029
747	1.236838498
748	1.236674993
749	1.236417991
750	1.23625595
751	1.236052255
752	1.235918979
753	1.235662781
754	1.235660967
755	1.235440166
756	1.235230933
757	1.235029679
758	1.234791535
759	1.234593563
760	1.23437227
761	1.234132977
762	1.233918709
763	1.233676576
764	1.233464592
765	1.233251276
766	1.23306699
767	1.232840831
768	1.232685574
769	1.232450697
770	1.232274319
771	1.232084406
772	1.231906145
773	1.231796845
774	1.231485306
775	1.231303115
776	1.23101488
777	1.23083769
778	1.230495419
779	1.230312035
780	1.230080626
781	1.229902881
782	1.229607953
783	1.22946546
784	1.229358135
785	1.229169917
786	1.228870294
787	1.22873486
788	1.228518278
789	1.228197735
790	1.227938783
791	1.227695684
792	1.227481109
793	1.227343142
794	1.227111462
795	1.226849252
796	1.226659241
797	1.226489116
798	1.226242673
799	1.226026482
800	1.225758811
801	1.225483933
802	1.225275528
803	1.225058434
804	1.224984377
805	1.224804237
806	1.224508466
807	1.224267151
808	1.224066734
809	1.22374104
810	1.22359948
811	1.223422391
812	1.223193358
813	1.223003194
814	1.222749945
815	1.222500857
816	1.222299064
817	1.222060341
818	1.221843682
819	1.221597563
820	1.221351889
821	1.221138469
822	1.221090567
823	1.220828175
824	1.220611162
825	1.220542181
826	1.220344066
827	1.220083323
828	1.220056345
829	1.219884325
830	1.219712238
831	1.219462531
832	1.219295022
833	1.219286947
834	1.219115373
835	1.219066833
836	1.218826097
837	1.218563082
838	1.218400078
839	1.218185487
840	1.217972495
841	1.217747489
842	1.21752627
843	1.217345208
844	1.217330908
845	1.21713697
846	1.216913527
847	1.216736086
848	1.216527585
849	1.216264507
850	1.216104093
851	1.215932014
852	1.215732172
853	1.215522564
854	1.215297306
855	1.215067798
856	1.214717507
857	1.214571338
858	1.214373294
859	1.21409545
860	1.214030856
861	1.213837985
862	1.213623761
863	1.213405484
864	1.213174587
865	1.212982147
866	1.21280317
867	1.212615318
868	1.212479262
869	1.21224674
870	1.212068658
871	1.211878951
872	1.211700287
873	1.211490355
874	1.211279794
875	1.211085964
876	1.210921105
877	1.210775578
878	1.210577909
879	1.210381714
880	1.21014487
881	1.209957076
882	1.209731519
883	1.209543755
884	1.20939699
885	1.209194265
886	1.208995565
887	1.208832752
888	1.208614154
889	1.20839179
890	1.208143166
891	1.208018401
892	1.207787334
893	1.207550891
894	1.207274474
895	1.207036522
896	1.206836865
897	1.206740142
898	1.206464179
899	1.206272382
900	1.206092478
901	1.205802705
902	1.205605013
903	1.205379681
904	1.205176682
905	1.204956116
906	1.204808768
907	1.204597142
908	1.204386868
909	1.204154272
910	1.203933931
911	1.203723659
912	1.203538245
913	1.20342047
914	1.203170952
915	1.203005105
916	1.20284913
917	1.202707883
918	1.202493422
919	1.202360807
920	1.202056663
921	1.201921864
922	1.20179432
923	1.20156329
924	1.201394379
925	1.201209406
926	1.20099099
927	1.200758812
928	1.200508121
929	1.200301985
930	1.200128513
931	1.199896123
932	1.199715492
933	1.199579799
934	1.199409811
935	1.199218205
936	1.199025959
937	1.198733673
938	1.19856174
939	1.198391305
940	1.198198014
941	1.197956239
942	1.197748456
943	1.197557879
944	1.197362215
945	1.197174351
946	1.196934731
947	1.196690026
948	1.196511583
949	1.196268035
950	1.196070808
951	1.195809201
952	1.195580291
953	1.195360792
954	1.19513484
955	1.19486765
956	1.194691719
957	1.194488227
958	1.194303291
959	1.194042877
960	1.193840805
961	1.193680511
962	1.193407794
963	1.193242119
964	1.193120784
965	1.192933711
966	1.1927991
967	1.192556604
968	1.192267888
969	1.192106833
970	1.191939402
971	1.191669463
972	1.191470412
973	1.191319131
974	1.191102884
975	1.19088656
976	1.190790761
977	1.190596276
978	1.190448061
979	1.190256078
980	1.190015509
981	1.189810792
982	1.18964037
983	1.189612816
984	1.189511373
985	1.18949246
986	1.189282838
987	1.189116246
988	1.188879875
989	1.188718676
990	1.188504107
991	1.188301269
992	1.188124194
993	1.187897732
994	1.187726308
995	1.187518218
996	1.187360778
997	1.187157741
998	1.187009073
999	1.186828212
1000	1.186670504
1001	1.186572938
1002	1.186351627
1003	1.186113232
1004	1.185854335
1005	1.185730258
1006	1.185558095
1007	1.185316529
1008	1.185122218
1009	1.184893243
1010	1.184724131
1011	1.184580681
1012	1.184395297
1013	1.184164126
1014	1.183975502
1015	1.183695061
1016	1.183482763
1017	1.183308255
1018	1.183150316
1019	1.182973994
1020	1.182854954
1021	1.182684814
1022	1.182492073
1023	1.182327589
1024	1.182142438
1025	1.181946794
1026	1.181861499
1027	1.181680606
1028	1.181503611
1029	1.181307966
1030	1.181103289
1031	1.181002876
1032	1.180854479
1033	1.180651894
1034	1.180482213
1035	1.18028722
1036	1.180087321
1037	1.179937639
1038	1.179793987
1039	1.179643964
1040	1.179530616
1041	1.179299462
1042	1.179118384
1043	1.178880277
1044	1.178847901
1045	1.178829891
1046	1.178750596
1047	1.178511044
1048	1.178336119
1049	1.178144388
1050	1.178041923
1051	1.177835752
1052	1.177598397
1053	1.177387242
1054	1.177198226
1055	1.177002143
1056	1.176743822
1057	1.176625106
1058	1.176364162
1059	1.176201611
1060	1.176018863
1061	1.175807237
1062	1.175613982
1063	1.175427742
1064	1.175249708
1065	1.175038826
1066	1.17484111
1067	1.174605798
1068	1.174439623
1069	1.174274662
1070	1.174123136
1071	1.173967488
1072	1.173851955
1073	1.17368464
1074	1.173465237
1075	1.173252986
1076	1.173123932
1077	1.173118571
1078	1.172864758
1079	1.17263912
1080	1.172493121
1081	1.172336949
1082	1.172102564
1083	1.171844324
1084	1.171655419
1085	1.171544741
1086	1.171404076
1087	1.171274335
1088	1.171269616
1089	1.170995072
1090	1.170813344
1091	1.170588858
1092	1.1704832
1093	1.170328206
1094	1.170156692
1095	1.169913824
1096	1.169692033
1097	1.169487185
1098	1.169254826
1099	1.169010247
1100	1.168851466
1101	1.168619914
1102	1.168430686
1103	1.168281946
1104	1.168150608
1105	1.167968237
1106	1.167728225
1107	1.16760768
1108	1.167396707
1109	1.167217448
1110	1.16706439
1111	1.166876423
1112	1.166674787
1113	1.166597592
1114	1.166356361
1115	1.166191874
1116	1.166157735
1117	1.165985161
1118	1.165878839
1119	1.16572237
1120	1.165605255
1121	1.165502949
1122	1.165369847
1123	1.165129753
1124	1.164963618
1125	1.164715022
1126	1.164550525
1127	1.164437155
1128	1.164243025
1129	1.164050394
1130	1.163865582
1131	1.163727845
1132	1.163566729
1133	1.163380228
1134	1.163200501
1135	1.163015032
1136	1.16294762
1137	1.16274436
1138	1.162591929
1139	1.162449872
1140	1.16228032
1141	1.162096718
1142	1.162038528
1143	1.16187424
1144	1.161687267
1145	1.161451776
1146	1.161255246
1147	1.161130349
1148	1.160943962
1149	1.160748308
1150	1.160631413
1151	1.160512141
1152	1.160340767
1153	1.160170038
1154	1.160022619
1155	1.159846553
1156	1.159700753
1157	1.159568455
1158	1.159388148
1159	1.159239958
1160	1.159044248
1161	1.158870358
1162	1.158698639
1163	1.158538256
1164	1.158389746
1165	1.158297534
1166	1.158128286
1167	1.157966421
1168	1.157837127
1169	1.157670391
1170	1.157510118
1171	1.157348219
1172	1.157155566
1173	1.156956563
1174	1.156804156
1175	1.156681515
1176	1.156496601
1177	1.156249978
1178	1.156116017
1179	1.155876849
1180	1.15571092
1181	1.155586305
1182	1.155419915
1183	1.155235436
1184	1.155049876
1185	1.154863169
1186	1.154705497
1187	1.154542507
1188	1.15436675
1189	1.154198203
1190	1.154177326
1191	1.154034847
1192	1.153908235
1193	1.153816841
1194	1.153560731
1195	1.153396949
1196	1.153271666
1197	1.15310291
1198	1.152914428
1199	1.152727002
1200	1.152626525
1201	1.152419619
1202	1.152226564
1203	1.152105372
1204	1.151957545
1205	1.151820975
1206	1.151588508
1207	1.151365552
1208	1.151204093
1209	1.151022799
1210	1.150856249
1211	1.150732672
1212	1.150604247
1213	1.150493917
1214	1.150411135
1215	1.150292384
1216	1.150177297
1217	1.149992131
1218	1.14975493
1219	1.149590193
1220	1.1494122
1221	1.149233357
1222	1.149061236
1223	1.148934972
1224	1.14873461
1225	1.148520475
1226	1.148325188
1227	1.148109512
1228	1.147959172
1229	1.147847961
1230	1.147690399
1231	1.147507382
1232	1.147335852
1233	1.147202914
1234	1.14704408
1235	1.146863466
1236	1.146667439
1237	1.146435027
1238	1.146251927
1239	1.146076956
1240	1.145885837
1241	1.145730744
1242	1.145547208
1243	1.145392584
1244	1.145211587
1245	1.145025724
1246	1.144822813
1247	1.144727186
1248	1.144519233
1249	1.144459927
1250	1.144376728
1251	1.144323199
1252	1.144127935
1253	1.143949768
1254	1.143777935
1255	1.143634915
1256	1.143519871
1257	1.143330567
1258	1.143187112
1259	1.14298245
1260	1.14278784
1261	1.142584858
1262	1.142447782
